Clave;Nombre;Asterisco
Q410;Ausencia, atresia y estenosis congénita del duodeno;F
Q411;Ausencia, atresia y estenosis congénita del yeyuno;F
Q412;Ausencia, atresia y estenosis congénita del íleon;F
Q418;Ausencia, atresia y estenosis congénita de otras partes especificadas del intestino delgado;F
Q419;Ausencia, atresia y estenosis congénita del intestino delgado, parte no especificada;F
Q420;Ausencia, atresia y estenosis congénita del recto, con fístula;F
Q421;Ausencia, atresia y estenosis congénita del recto, sin fístula;F
Q422;Ausencia, atresia y estenosis congénita del ano, con fístula;F
Q423;Ausencia, atresia y estenosis congénita del ano, sin fístula;F
Q428;Ausencia, atresia y estenosis congénita de otras partes del intestino grueso;F
Q429;Ausencia, atresia y estenosis congénita del intestino grueso, parte no especificada;F
Q430;Divertículo de Meckel;F
Q431;Enfermedad de Hirschsprung;F
Q432;Otros trastornos funcionales congénitos del colon;F
Q433;Malformaciones congénitas de la fijación del intestino;F
Q434;Duplicación del intestino;F
Q435;Ano ectópico;F
Q436;Fístula congénita del recto y del ano;F
Q437;Persistencia de la cloaca;F
Q438;Otras malformaciones congénitas del intestino, especificadas;F
Q439;Malformación congénita del intestino, no especificada;F
Q440;Agenesia, aplasia e hipoplasia de la vesícula biliar;F
Q441;Otras malformaciones congénitas de la vesícula biliar;F
Q442;Atresia de los conductos biliares;F
Q443;Estrechez y estenosis congénita de los conductos biliares;F
Q444;Quiste del colédoco;F
Q445;Otras malformaciones congénitas de los conductos biliares;F
Q446;Enfermedad quística del hígado;F
Q447;Otras malformaciones congénitas del hígado;F
Q450;Agenesia, aplasia e hipoplasia del páncreas;F
Q451;Páncreas anular;F
Q452;Quiste congénito del páncreas;F
Q453;Otras malformaciones congénitas del páncreas y del conducto pancreático;F
Q458;Otras malformaciones congénitas del sistema digestivo, especificadas;F
Q459;Malformación congénita del sistema digestivo, no especificada;F
Q500;Ausencia congénita de ovario;F
Q501;Quiste en desarrollo del ovario;F
Q502;Torsión congénita del ovario;F
Q503;Otras malformaciones congénitas de los ovarios;F
Q504;Quiste embrionario de la trompa de Falopio;F
Q505;Quiste embrionario del ligamento ancho;F
Q506;Otras malformaciones congénitas de la trompa de Falopio y del ligamento ancho;F
Q510;Agenesia y aplasia del útero;F
Q511;Duplicación del útero con duplicación del cuello uterino y de la vagina;F
Q512;Otra duplicación del útero;F
Q513;Útero bicorne;F
Q514;Útero unicorne;F
Q515;Agenesia y aplasia del cuello uterino;F
Q516;Quiste embrionario del cuello uterino;F
Q517;Fístula congénita entre el útero y el tracto digestivo y urinario;F
Q518;Otras malformaciones congénitas del útero y del cuello uterino;F
Q519;Malformación congénita del útero y del cuello uterino, no especificada;F
Q520;Ausencia congénita de la vagina;F
Q521;Duplicación de la vagina;F
Q522;Fístula rectovaginal congénita;F
Q523;Himen imperforado;F
Q524;Otras malformaciones congénitas de la vagina;F
Q525;Fusión de labios de la vulva;F
Q526;Malformación congénita del clítoris;F
Q527;Otras malformaciones congénitas de la vulva;F
Q528;Otras malformaciones congénitas de los órganos genitales femeninos, especificadas;F
Q529;Malformación congénita de los genitales femeninos, no especificada;F
Q530;Ectopia testicular;F
Q531;Testículo no descendido, unilateral;F
Q532;Testículo no descendido, bilateral;F
Q539;Testículo no descendido, sin otra especificación;F
Q540;Hipospadias del glande;F
Q541;Hipospadias peneana;F
Q542;Hipospadias penoscrotal;F
Q543;Hipospadias perineal;F
Q544;Encordamiento congénito del pene;F
Q548;Otras hipospadias;F
Q549;Hipospadias, no especificada;F
Q550;Ausencia y aplasia del testículo;F
Q551;Hipoplasia del testículo y del escroto;F
Q552;Otras malformaciones congénitas de los testículos y del escroto;F
Q553;Atresia del conducto deferente;F
Q554;Otras malformaciones congénitas de los conductos deferentes, del epidídimo, de las vesículas seminales y de la próstata;F
Q555;Aplasia y ausencia congénita del pene;F
Q556;Otras malformaciones congénitas del pene;F
Q558;Otras malformaciones congénitas de los órganos genitales masculinos, especificadas;F
Q559;Malformación congénita de los órganos genitales masculinos, no especificada;F
Q560;Hermafroditismo, no clasificado en otra parte;F
Q561;Seudohermafroditismo masculino, no clasificado en otra parte;F
Q562;Seudohermafroditismo femenino, no clasificado en otra parte;F
Q563;Seudohermafroditismo, no especificado;F
Q564;Sexo indeterminado, sin otra especificación;F
Q600;Agenesia renal, unilateral;F
Q601;Agenesia renal, bilateral;F
Q602;Agenesia renal, sin otra especificación;F
Q603;Hipoplasia renal, unilateral;F
Q604;Hipoplasia renal, bilateral;F
Q605;Hipoplasia renal, no especificada;F
Q606;Síndrome de Potter;F
Q610;Quiste renal solitario congénito;F
Q611;Riñón poliquístico, autosómico recesivo;F
Q612;Riñón poliquístico, autosómico dominante;F
Q613;Riñón poliquístico, tipo no especificado;F
Q614;Displasia renal;F
Q615;Riñón quístico medular;F
Q618;Otras enfermedades renales quísticas;F
Q619;Enfermedad quística del riñón, no especificada;F
Q620;Hidronefrosis congénita;F
Q621;Atresia y estenosis del uréter;F
Q622;Megalouréter congénito;F
Q623;Otros defectos obstructivos de la pelvis renal y del uréter;F
Q624;Agenesia del uréter;F
Q625;Duplicación del uréter;F
Q626;Mala posición del uréter;F
Q627;Reflujo vésico-urétero-renal congénito;F
Q628;Otras malformaciones congénitas del uréter;F
Q630;Riñón supernumerario;F
Q631;Riñón lobulado, fusionado y en herradura;F
Q632;Riñón ectópico;F
Q633;Hiperplasia renal y riñón gigante;F
Q638;Otras malformaciones congénitas del riñón, especificadas;F
Q639;Malformación congénita del riñón, no especificada;F
Q640;Epispadias;F
Q641;Extrofia de la vejiga urinaria;F
Q642;Válvulas uretrales posteriores congénitas;F
Q643;Otras atresias y estenosis de la uretra y del cuello de la vejiga;F
Q644;Malformación del uraco;F
Q645;Ausencia congénita de la vejiga y de la uretra;F
Q646;Divertículo congénito de la vejiga;F
Q647;Otras malformaciones congénitas de la vejiga y de la uretra;F
Q648;Otras malformaciones congénitas del aparato urinario, especificadas;F
Q649;Malformación congénita del aparato urinario, no especificada;F
Q650;Luxación congénita de la cadera, unilateral;F
Q651;Luxación congénita de la cadera, bilateral;F
Q652;Luxación congénita de la cadera, no especificada;F
Q653;Subluxación congénita de la cadera, unilateral;F
Q654;Subluxación congénita de la cadera, bilateral;F
Q655;Subluxación congénita de la cadera, no especificada;F
Q656;Cadera inestable;F
Q658;Otras deformidades congénitas de la cadera;F
Q659;Deformidad congénita de la cadera, no especificada;F
Q660;Talipes equinovarus;F
Q661;Talipes calcaneovarus;F
Q662;Metatarsus varus;F
Q663;Otras deformidades varus congénitas de los pies;F
Q664;Talipes calcaneovalgus;F
Q665;Pie plano congénito;F
Q666;Otras deformidades valgus congénitas de los pies;F
Q667;Pie cavus;F
Q668;Otras deformidades congénitas de los pies;F
Q669;Deformidad congénita de los pies, no especificada;F
Q670;Asimetría facial;F
Q671;Facies comprimida;F
Q672;Dolicocefalia;F
Q673;Plagiocefalia;F
Q674;Otras deformidades congénitas del cráneo, de la cara y de la mandíbula;F
Q675;Deformidad congénita de la columna vertebral;F
Q676;tórax excavado;F
Q677;Tórax en quilla;F
Q678;Otras deformidades congénitas del tórax;F
Q680;Deformidad congénita del músculo esternocleidomastoideo;F
Q681;Deformidad congénita de la mano;F
Q682;Deformidad congénita de la rodilla;F
Q683;Curvatura congénita del fémur;F
Q684;Curvatura congénita de la tibia y del peroné;F
Q685;Curvatura congénita de hueso(s) largo(s) del miembro inferior, sin otra especificación;F
Q688;Otras deformidades congénitas osteomusculares, especificadas;F
Q690;Dedo(s) supernumerario(s) de la mano;F
Q691;Pulgar(es) supernumerario(s);F
Q692;Dedo(s) supernumerario(s) del pie;F
Q699;Polidactilia, no especificada;F
Q700;Fusión de los dedos de la mano;F
Q701;Membrana interdigital de la mano;F
Q702;Fusión de los dedos del pie;F
Q703;Membrana interdigital del pie;F
Q704;Polisindactilia;F
Q709;Sindactilia, no especificada;F
Q710;Ausencia congénita completa del (de los) miembro(s) superior(es);F
Q711;Ausencia congénita del brazo y del antebrazo con presencia de la mano;F
Q712;Ausencia congénita del antebrazo y de la mano;F
Q713;Ausencia congénita de la mano y el (los) dedo(s);F
Q714;Defecto por reducción longitudinal del radio;F
Q715;Defecto por reducción longitudinal del cúbito;F
Q716;Mano en pinza de langosta;F
Q718;Otros defectos por reducción del (de los) miembro(s) superior(es);F
Q719;Defecto por reducción del miembro superior, no especificado;F
Q720;Ausencia congénita completa del (de los) miembro(s) inferior(es);F
Q721;Ausencia congénita del muslo y de la pierna con presencia del pie;F
Q722;Ausencia congénita de la pierna y del pie;F
Q723;Ausencia congénita del pie y dedo(s) del pie;F
Q724;Defecto por reducción longitudinal del fémur;F
Q725;Defecto por reducción longitudinal de la tibia;F
Q726;Defecto por reducción longitudinal del peroné;F
Q727;Pie hendido;F
Q728;Otros defectos por reducción del (de los) miembro(s) inferior(es);F
Q729;Defecto por reducción del miembro inferior, no especificado;F
Q730;Ausencia completa de miembro(s) no especificado(s);F
Q731;Focomelia, miembro(s) no especificado(s);F
Q738;Otros defectos por reducción de miembro(s) no especificado(s);F
Q740;Otras malformaciones congénitas del (de los) miembro(s) superior(es), incluida la cintura escapular;F
Q741;Malformación congénita de la rodilla;F
Q742;Otras malformaciones congénitas del (de los) miembro(s) inferior(es), incluida la cintura pelviana;F
Q743;Artrogriposis múltiple congénita;F
Q748;Otras malformaciones congénitas especificadas del (de los) miembro(s);F
Q749;Malformación congénita de miembro(s), no especificada;F
Q750;Craneosinostosis;F
Q751;Disostosis craneofacial;F
Q752;Hipertelorismo;F
Q753;Macrocefalia;F
Q754;Disostosis maxilofacial;F
Q755;Disostosis oculomaxilar;F
Q758;Otras malformaciones congénitas especificadas de los huesos del cráneo y de la cara;F
Q759;Malformación congénita no especificada de los huesos del cráneo y de la cara;F
Q760;Espina bífida oculta;F
Q761;Síndrome de Klippel-Feil;F
Q762;Espondilolistesis congénita;F
Q763;Escoliosis congénita debida a malformación congénita ósea;F
Q764;Otra malformación congénita de la columna vertebral, no asociada con escoliosis;F
Q765;Costilla cervical;F
Q766;Otras malformaciones congénitas de las costillas;F
Q767;Malformación congénita del esternón;F
Q768;Otras malformaciones congénitas del tórax óseo;F
Q769;Malformación congénita del tórax óseo, no especificada;F
Q770;Acondrogénesis;F
Q771;Enanismo tanatofórico;F
Q772;Síndrome de costilla corta;F
Q773;Condrodisplasia punctata;F
Q774;Acondroplasia;F
Q775;Displasia distrófica;F
Q776;Displasia condroectodérmica;F
Q777;Displasia espondiloepifisaria;F
Q778;Otras osteocondrodisplasias con defectos del crecimiento de los huesos largos y de la columna vertebral;F
Q779;Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral, sin otra especificación;F
Q780;Osteogénesis imperfecta;F
Q781;Displasia poliostótica fibrosa;F
Q782;Osteopetrosis;F
Q783;Displasia diafisaria progresiva;F
Q784;Encondromatosis;F
Q785;Displasia metafisaria;F
Q786;Exostosis congénita múltiple;F
Q788;Otras osteocondrodisplasias especificadas;F
Q789;Osteocondrodisplasia, no especificada;F
Q790;Hernia diafragmática congénita;F
Q791;Otras malformaciones congénitas del diafragma;F
Q792;Exónfalos;F
Q793;Gastrosquisis;F
Q794;Síndrome del abdomen en ciruela pasa;F
Q795;Otras malformaciones congénitas de la pared abdominal;F
Q796;Síndrome de Ehlers-Danlos;F
Q798;Otras malformaciones congénitas del sistema osteomuscular;F
Q799;Malformación congénita del sistema osteomuscular, no especificada;F
Q800;Ictiosis vulgar;F
Q801;Ictiosis ligada al cromosoma X;F
Q802;Ictiosis lamelar;F
Q803;Eritrodermia ictiosiforme vesicular congénita;F
Q804;Feto Arlequín;F
Q808;Otras ictiosis congénitas;F
Q809;Ictiosis congénita, no especificada;F
Q810;Epidermólisis bullosa simple;F
Q811;Epidermólisis bullosa letal;F
Q812;Epidermólisis bullosa distrófica;F
Q818;Otras Epidermólisis bullosas;F
Q819;Epidermólisis bullosa, no especificada;F
Q820;Linfedema hereditario;F
Q821;Xeroderma pigmentoso;F
Q822;Mastocitosis;F
Q823;Incontinencia pigmentaria;F
Q824;Displasia ectodérmica (anhidrótica);F
Q825;Nevo no neoplásico, congénito;F
Q828;Otras malformaciones congénitas de la piel, especificadas;F
Q829;Malformación congénita de la piel, no especificada;F
Q830;Ausencia congénita de la mama con ausencia del pezón;F
Q831;Mama supernumeraria;F
Q832;Ausencia del pezón;F
Q833;Pezón supernumerario;F
Q838;Otras malformaciones congénitas de la mama;F
Q839;Malformación congénita de la mama, no especificada;F
Q840;Alopecia congénita;F
Q841;Alteraciones morfológicas congénitas del pelo, no clasificadas en otra parte;F
Q842;Otras malformaciones congénitas del pelo;F
Q843;Anoniquia;F
Q844;Leuconiquia congénita;F
Q845;Agrandamiento e hipertrofia de las uñas;F
Q846;Otras malformaciones congénitas de las uñas;F
Q848;Otras malformaciones congénitas de las faneras, especificadas;F
Q849;Malformación congénita de las faneras, no especificada;F
Q850;Neurofibromatosis (no maligna);F
Q851;Esclerosis tuberosa;F
Q858;Otras facomatosis, no clasificadas en otra parte;F
